record_id,timestamp,client_ip,field_a,field_b,field_c,field_d,field_e,field_f,is_anomaly
ab3ef81d-7ca2-e893-82d8-dfa7688a74d4,2026-05-01 00:00:04,72[.]185[.]119[.]188,POST,/api/v1/notifications,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",240.57,,0
97eac38b-1b38-d540-424e-62d8a38bd01f,2026-05-01 00:00:07,132[.]194[.]216[.]236,GET,/api/v1/settings?filter[=]active,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",39.43,,0
b051411b-4059-45b1-180b-3063934261a2,2026-05-01 00:00:09,17[.]109[.]158[.]49,GET,/api/v1/products,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",89.94,,0
86939b96-4ed5-b245-5595-7d5f1b3400a6,2026-05-01 00:00:15,79[.]73[.]47[.]192,GET,/api/v1/checkout,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",140.81,,0
3070ab6a-8d44-8a64-00e3-cf8e466b0e07,2026-05-01 00:00:18,165[.]120[.]11[.]153,GET,/api/v1/users/profile,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",60.84,,0
d14da000-e3c6-dc96-8a5b-38128d388f8d,2026-05-01 00:00:18,180[.]155[.]139[.]145,GET,/api/v1/auth/login,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",171.33,,0
1dc68494-571c-f96e-de47-abaefe9a7df9,2026-05-01 00:00:22,78[.]139[.]72[.]230,GET,/api/v1/auth/login,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",97.05,,0
db3429a9-4d75-b0ee-9845-a796c4117517,2026-05-01 00:00:27,170[.]176[.]100[.]160,POST,/api/v1/products,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",82.48,,0
92161cc5-d424-31ac-ed26-c65b08f4f508,2026-05-01 00:00:34,14[.]174[.]121[.]14,POST,/api/v1/settings,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",70.49,,0
7a272eb3-0f69-24f3-2f53-2a9fce0ae1dd,2026-05-01 00:00:35,208[.]36[.]5[.]65,GET,/api/v1/products,ALLOW,"Mozilla/5.0 (iPad; CPU OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1",238.54,,0
2d58293a-aebe-1524-1549-d4d7f0c46591,2026-05-01 00:00:43,229[.]22[.]171[.]35,GET,/api/v1/cart/items,ALLOW,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),268.06,,0
84bfa2ee-8d82-ef33-dc1e-30723011f183,2026-05-01 00:00:56,104[.]119[.]213[.]123,POST,/api/v1/products?currency[=]USD,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",39.23,,0
7a704336-be2d-3932-b8a7-f4186132fbac,2026-05-01 00:01:09,171[.]221[.]193[.]252,GET,/api/v1/auth/login?sort[=]created_desc,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,118.18,,0
32cb9f74-63d2-d733-ebea-28508103265e,2026-05-01 00:01:12,200[.]155[.]16[.]3,GET,/api/v1/dashboard/stats?category[=]home,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",100.95,,0
01b9b124-4b40-c12a-5071-e355cd5adf76,2026-05-01 00:01:17,28[.]254[.]48[.]129,POST,/api/v1/auth/login?currency[=]USD,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",158.32,,0
